PK,AGE,GENDER,RACE,INCIDENTNEIGHBORHOOD,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION
2012860,33,M,W,Carrick,4,3
2012861,61,M,B,Central Business District,6,3
2012862,31,M,B,Chateau,6,1
2012863,68,F,B,California-Kirkbride,6,1
2012864,24,F,W,Fineview,6,1
2012865,18,F,B,Allentown,2,5
2012866,26,M,W,Strip District,,
2012867,31,M,B,Marshall-Shadeland,1,1
2012868,44,M,B,Hazelwood,5,3
2012869,59,F,B,Homewood West,9,2
2012870,32,F,W,Bon Air,,
2012871,59,M,B,East Liberty,7,2
2012872,39,M,B,East Liberty,7,2
2012873,51,M,B,Lincoln-Lemington-Belmar,9,2
2012874,55,M,B,Carrick,,
2012875,29,M,B,Mount Washington,3,5
2012876,78,M,W,Mount Washington,2,5
2012877,21,F,B,Homewood North,9,2
2012878,34,F,W,Central Business District,6,6
2012879,27,M,B,Marshall-Shadeland,1,1
2012880,36,M,B,Allentown,,
2012881,46,M,W,Beechview,4,5
2012882,40,M,B,Brookline,,
2012883,21,M,B,Larimer,9,2
2012884,35,F,W,Greenfield,5,3
2012885,33,F,B,East Allegheny,1,1
2012886,51,M,W,California-Kirkbride,6,1
2012887,21,F,W,Brighton Heights,1,1
2012888,22,M,B,Carrick,4,3
2012889,20,M,B,Carrick,4,3
2012890,40,M,O,Shadyside,,
2012891,25,F,W,Squirrel Hill North,8,3
2012898,13,F,B,Manchester,6,1
2012899,38,M,B,Hays,5,3
2012900,11,F,B,Spring Hill-City View,,
2012901,16,M,B,Homewood North,9,2
2012902,35,F,B,Central North Side,1,1
2012903,22,M,W,Central Lawrenceville,7,2
2012904,33,F,W,Perry North,,
2012905,27,M,B,Bedford Dwellings,,
2012906,15,F,B,Perry North,1,1
2012907,33,M,W,,,
2012908,33,F,W,Perry North,,
2012909,15,M,B,Carrick,,
2012910,15,M,B,Carrick,,
2012911,29,F,B,Point Breeze,9,3
2012912,51,M,B,Lincoln-Lemington-Belmar,9,2
2012913,23,M,W,,,
2012914,46,M,B,Middle Hill,6,3
2012915,14,F,B,Perry South,6,1
2012916,15,F,B,Manchester,6,1
2012917,19,M,W,Spring Hill-City View,1,1
2012918,17,M,W,Spring Hill-City View,1,1
2012919,14,M,W,Squirrel Hill South,5,3
2012920,16,M,B,Marshall-Shadeland,1,1
2012921,66,M,W,South Side Flats,3,3
2012922,39,F,W,Strip District,7,6
2012923,51,M,B,Middle Hill,6,3
2012924,25,F,B,Lincoln-Lemington-Belmar,9,2
2012925,64,M,B,Central Business District,6,6
2012926,35,F,B,East Allegheny,1,1
2012927,33,F,W,East Allegheny,1,1
2012928,22,M,B,Lincoln Place,5,3
2012929,32,M,W,Squirrel Hill South,5,3
2012930,55,M,W,Highland Park,7,2
2012931,28,M,B,Highland Park,7,2
2012932,25,F,W,Central Business District,6,6
2012933,46,M,B,Middle Hill,6,3
2012934,34,F,W,Central Business District,3,3
2012935,27,M,B,Knoxville,3,5
2012936,27,M,W,Bluff,6,6
2012937,36,F,W,Carrick,4,3
2012938,34,M,B,South Side Flats,3,3
2012939,32,F,W,Garfield,9,2
2012958,50,F,W,Brookline,4,5
2012959,49,M,W,Overbrook,4,5
2012960,25,M,B,Larimer,,
2012961,30,M,B,Allegheny Center,,
2012962,31,M,B,Perry North,1,1
2012978,24,M,B,Homewood North,9,2
2012979,24,M,B,Homewood North,9,2
2012980,44,M,B,Strip District,6,1
2012981,45,M,W,East Allegheny,1,1
2012982,48,M,B,Sheraden,,
2012983,52,M,B,East Allegheny,1,1
2012984,44,F,B,Mount Washington,3,5
2012985,41,F,W,Central Business District,,
2012986,19,F,B,Crafton Heights,2,5
2012987,22,M,W,South Oakland,6,3
2012988,40,M,O,Bloomfield,7,2
2012998,25,M,B,Squirrel Hill South,5,3
2012999,43,M,W,Carrick,4,3
2013000,40,F,B,Glen Hazel,,
2013001,39,M,W,Allegheny Center,1,1
2013002,25,F,B,South Oakland,,
2013003,47,M,B,North Oakland,6,3
2013004,37,F,B,Central Business District,6,6
2013005,42,M,W,Carrick,4,3
2013006,58,M,W,Hazelwood,5,3
2013007,23,M,B,Fineview,6,1
2013008,21,M,B,Carrick,4,3
2013009,22,F,W,Carrick,4,3
2013010,26,M,W,Perry North,1,1
2013011,31,M,B,Knoxville,3,5
2013012,18,F,B,North Shore,,
2013013,23,M,W,Shadyside,8,3
2013014,37,F,B,Bluff,6,3
2013015,45,F,B,East Hills,9,2
2013016,29,F,B,Carrick,4,3
2013017,26,M,B,Mount Washington,4,5
2013018,40,M,W,Brighton Heights,1,1
2013019,50,M,B,East Hills,,
2013020,53,F,B,East Hills,,
2013021,31,M,B,Bedford Dwellings,6,3
2013022,23,F,W,South Side Slopes,3,3
2013023,54,M,W,Squirrel Hill North,8,3
2013024,59,M,B,Central Business District,6,6
2013025,43,F,W,Central Business District,6,6
2013026,29,M,B,Sheraden,,
2013027,31,M,W,Marshall-Shadeland,1,1
2013028,26,F,W,Homewood West,9,2
2013029,33,M,B,Fineview,6,1
2013030,27,F,B,Homewood North,9,2
2013031,27,F,B,Brighton Heights,1,1
2013032,25,M,B,Crafton Heights,,
2013033,35,M,B,,,
2013034,25,F,B,Allentown,3,5
2013035,53,F,B,East Hills,,
2013036,20,M,B,Larimer,9,2
2013037,20,M,B,Elliott,2,5
2013038,27,F,B,Elliott,2,5
2013039,30,M,B,,,
2013040,30,M,B,Central Business District,6,6
2013041,32,M,W,East Liberty,9,2
2013042,20,F,B,Brighton Heights,1,1
2013043,42,F,B,Banksville,2,5
2013044,20,M,B,Elliott,2,5
2013045,24,M,W,South Side Flats,3,3
2013046,40,M,W,Upper Lawrenceville,7,2
2013047,42,M,W,Mount Washington,3,5
2013048,,M,H,Brookline,4,5
2013049,,M,B,Homewood North,9,2
2013050,37,M,W,Squirrel Hill South,5,3
2013051,18,M,B,Homewood South,9,2
2013052,19,M,B,Central Business District,6,3
2013053,,F,B,Central Business District,6,3
2013054,25,M,B,,,
2013055,24,F,B,Duquesne Heights,2,5
2013056,29,M,W,Central Business District,6,6
2013057,28,M,B,East Hills,,
2013058,27,M,W,Perry South,6,1
2013059,29,M,W,Perry South,6,1
2013060,30,M,B,South Side Slopes,3,3
2013061,45,F,B,Upper Hill,6,3
2013062,,F,B,West Oakland,6,3
2013063,56,M,B,East Hills,9,2
2013064,24,M,W,Carrick,4,3
2013065,19,F,B,,,
2013066,46,F,B,Perry South,1,1
2013067,30,F,B,Homewood North,9,2
2013068,19,M,B,Allegheny Center,,
2013069,35,M,B,Upper Lawrenceville,7,2
2013070,67,M,B,Squirrel Hill South,5,3
2013071,26,F,W,Knoxville,3,5
2013072,35,F,W,Chartiers City,3,3
2013073,32,M,W,Brighton Heights,1,1
2013074,28,M,B,,,
2013075,53,F,B,East Allegheny,1,1
2013076,37,M,B,Brookline,4,5
2013077,25,M,B,Elliott,1,1
2013078,28,M,W,Brookline,4,5
2013079,37,M,W,Brookline,4,5
2013080,36,M,W,Carrick,4,3
2013081,36,F,W,Spring Hill-City View,1,1
2013082,28,F,W,South Side Flats,3,3
2013083,23,F,B,Central Business District,6,6
2013084,37,M,B,Allegheny Center,1,1
2013085,58,M,B,Bloomfield,,
2013086,54,M,B,Bedford Dwellings,6,3
2013087,27,M,B,Brighton Heights,1,1
2013088,43,M,B,Point Breeze North,8,3
2013089,26,M,B,East Liberty,,
2013090,39,F,W,South Shore,3,3
2013091,30,F,W,Perry South,6,1
2013092,37,M,B,East Allegheny,1,1
2013093,39,M,W,Marshall-Shadeland,,
2013094,31,F,A,Duquesne Heights,,
2013095,37,M,B,East Allegheny,,
2013096,50,M,B,Bedford Dwellings,6,3
2013097,53,F,W,Bedford Dwellings,6,3
2013098,43,M,B,East Hills,9,2
2013099,30,M,B,Bedford Dwellings,6,3
2013100,30,M,W,Spring Garden,1,1
2013101,23,M,B,Highland Park,7,2
2013102,40,M,B,Brighton Heights,1,1
2013103,34,M,W,Homewood North,9,2
2013104,45,M,W,Carrick,4,3
2013105,29,F,B,East Liberty,9,2
2013106,20,F,B,Perry South,,
2013107,30,F,W,East Allegheny,1,1
2013108,37,M,B,East Allegheny,1,1
2013109,40,M,B,Homewood North,,
2013110,66,F,W,Elliott,2,5
2013111,31,F,W,Greenfield,5,3
2013112,76,M,W,Greenfield,5,3
2013113,47,M,W,Homewood South,9,2
2013114,28,M,W,West End,2,5
2013115,24,M,W,Bloomfield,7,2
2013116,45,M,B,Middle Hill,6,3
2013117,29,F,B,South Oakland,3,3
2013118,29,F,B,South Oakland,3,3
2013119,37,M,B,Perry South,6,1
2013120,54,F,W,Carrick,4,3
2013121,34,M,B,Elliott,2,5
2013122,39,F,B,Sheraden,2,5
2013123,19,M,B,Carrick,4,3
2013124,22,F,B,Marshall-Shadeland,1,1
2013138,21,M,U,Carrick,4,3
2013139,18,M,W,Beechview,4,5
2013140,20,M,W,Beechview,4,5
2013141,34,M,W,Central Lawrenceville,7,2
2013142,59,M,B,South Side Flats,3,3
2013143,31,F,W,East Liberty,,
2013144,28,M,B,South Side Flats,3,3
2013145,25,M,W,Sheraden,2,5
2013146,37,F,B,Homewood North,9,2
2013147,29,M,B,Central Business District,6,6
2013148,23,M,B,Lincoln-Lemington-Belmar,9,2
2013149,57,M,W,Overbrook,4,5
2013150,25,M,W,,,
2013151,37,M,B,Central Business District,6,6
2013152,37,M,B,Beltzhoover,3,5
2013153,30,M,B,Bluff,6,6
2013154,28,M,W,Bloomfield,7,2
2013155,30,F,W,Bloomfield,7,2
2013156,28,M,B,Carrick,4,3
2013157,24,M,W,Highland Park,7,2
2013158,31,F,B,Brookline,4,5
2013159,36,F,B,Lincoln-Lemington-Belmar,,
2013160,61,M,B,Spring Hill-City View,1,1
2013161,22,M,B,South Side Flats,3,3
2013162,39,M,B,Northview Heights,,
2013163,44,M,B,Lower Lawrenceville,7,2
2013164,44,F,W,Middle Hill,,
2013165,22,M,W,Bloomfield,7,2
2013166,34,M,B,East Liberty,9,2
2013167,30,M,B,North Shore,1,6
2013168,24,M,W,South Side Flats,3,3
2013169,33,M,W,South Shore,,
2013170,38,M,W,Brighton Heights,1,1
2013171,48,M,W,,,
2013172,21,M,B,Spring Hill-City View,1,1
2013173,25,M,W,Shadyside,8,2
2013174,29,M,B,South Side Flats,3,3
2013175,32,M,B,Crawford-Roberts,,
2013176,44,M,H,East Allegheny,,
2013177,30,F,B,Hazelwood,5,3
2013178,46,M,W,,,
2013179,39,M,B,Northview Heights,,
2013180,38,M,W,Brighton Heights,1,1
2013181,68,M,B,Knoxville,,
2013182,18,M,B,Carrick,4,3
2013183,28,M,B,Upper Hill,,
2013184,37,F,W,Upper Hill,6,3
2013185,23,M,W,Bloomfield,7,2
2013186,17,F,B,Middle Hill,6,3
2013187,17,F,B,Perry South,1,1
2013188,21,M,B,Northview Heights,1,1
2013189,13,M,B,Northview Heights,1,1
2013190,14,F,B,Overbrook,4,5
2013191,14,M,B,East Liberty,,
2013192,16,F,B,East Liberty,,
2013193,42,F,B,South Side Flats,3,3
2013194,48,M,B,South Side Flats,3,3
2013195,46,M,W,Spring Hill-City View,1,1
2013196,80,M,B,Shadyside,,
2013197,45,F,B,South Side Flats,3,3
2013198,60,M,W,Bluff,6,3
2013218,17,M,B,Homewood South,,
2013219,,M,O,Allentown,3,5
2013220,17,M,B,Hazelwood,,
2013221,16,M,B,Hazelwood,,
2013222,16,M,B,Marshall-Shadeland,1,1
2013223,37,M,B,North Shore,1,6
2013224,44,F,B,Sheraden,,
2013225,42,M,W,Manchester,,
2013226,42,M,W,Brookline,4,5
2013227,25,M,B,Central Business District,6,6
2013228,24,M,W,Spring Garden,1,1
2013229,25,F,B,Homewood West,,
2013230,34,M,W,Marshall-Shadeland,1,1
2013231,40,F,W,Central Lawrenceville,,
2013232,23,M,B,Sheraden,,
2013233,34,M,B,Central North Side,6,1
2013234,53,M,B,Central North Side,6,1
2013235,27,M,W,Strip District,3,3
2013236,19,M,W,South Side Flats,3,3
2013237,44,F,B,East Allegheny,1,1
2013238,27,M,B,Beechview,4,5
2013239,27,M,W,Beechview,4,5
2013240,56,M,B,Central Business District,6,6
2013241,54,M,B,Bluff,6,3
2013242,25,M,W,Sheraden,2,5
2013243,47,M,B,Shadyside,8,2
2013244,55,M,B,Allentown,3,5
2013245,66,M,B,,,
2013246,28,M,B,Northview Heights,1,1
2013258,35,F,W,Point Breeze,9,3
2013259,52,M,W,Squirrel Hill South,,
2013260,27,M,B,Marshall-Shadeland,1,1
2013261,21,F,W,Outside City,,
2013262,27,M,W,Outside City,,
2013263,23,M,W,Outside City,,
2013264,29,M,B,Homewood North,9,2
2013265,45,F,W,Homewood North,9,2
2013266,21,M,W,Lincoln-Lemington-Belmar,9,2
2013267,21,M,B,Fineview,1,1
2013278,59,M,W,Central Business District,6,3
2013279,37,M,B,Northview Heights,1,1
2013280,67,M,W,Mount Washington,2,5
2013281,29,M,B,Summer Hill,,
2013282,58,F,W,Mount Washington,2,5
2013283,34,M,W,Mt. Oliver Boro,4,3
2013284,36,M,B,Central Business District,6,6
2013285,18,M,B,Knoxville,3,5
2013286,40,F,B,Knoxville,3,5
2013287,28,M,B,Central Business District,6,6
2013288,64,M,W,Brookline,4,5
2013289,20,M,B,Spring Hill-City View,1,1
2013290,64,M,B,East Allegheny,1,1
2013291,42,F,W,Bluff,6,3
2013292,15,M,B,,,
2013293,52,M,W,Arlington,3,3
2013294,40,M,W,Strip District,7,6
2013295,56,F,B,South Side Slopes,,
2013296,19,F,W,Homewood North,9,2
2013297,27,M,W,South Side Flats,3,3
2013298,59,M,B,Squirrel Hill South,5,3
2013299,60,M,B,Crawford-Roberts,6,3
2013300,30,F,W,Central Oakland,3,3
2013301,33,M,W,Central Oakland,3,3
2013302,57,M,B,Homewood North,9,2
2013318,61,M,B,Central North Side,6,1
2013319,33,F,W,Lincoln-Lemington-Belmar,,
2013320,61,M,B,Elliott,2,5
2013321,31,M,B,Northview Heights,1,1
2013322,29,M,W,,,
2013323,48,M,B,Allegheny Center,1,1
2013324,49,F,W,Lincoln-Lemington-Belmar,9,2
2013325,29,M,B,Crawford-Roberts,6,3
2013326,44,M,W,North Shore,,
2013327,50,M,U,East Hills,9,2
2013328,34,F,B,East Hills,9,2
2013329,36,M,W,Central Lawrenceville,7,2
2013330,28,M,B,Crawford-Roberts,6,3
2013331,39,M,W,Beechview,4,5
2013332,29,M,B,Banksville,2,5
2013333,54,M,B,South Side Flats,3,3
2013334,42,F,B,Banksville,2,5
2013335,23,M,B,Lincoln-Lemington-Belmar,9,2
2013336,33,M,W,Beechview,4,5
2013337,44,M,W,South Side Flats,3,3
2013338,23,M,W,Elliott,2,5
2013339,19,F,B,Central Oakland,3,3
2013340,38,F,W,Allegheny Center,1,1
2013341,32,M,W,Mount Washington,2,5
2013342,38,M,W,Carrick,4,3
2013343,26,M,B,Northview Heights,1,1
2013358,34,M,W,Brookline,4,5
2013359,16,F,B,Upper Hill,6,3
2013360,49,M,B,Spring Hill-City View,1,1
2013361,16,M,B,Upper Hill,6,3
2013362,32,M,B,Northview Heights,,
2013363,17,M,W,Upper Hill,6,3
2013364,15,M,B,Beechview,4,5
2013365,37,M,W,South Side Slopes,2,5
2013366,62,M,B,East Liberty,9,2
2013367,39,M,U,,,
2013368,60,M,W,,,
2013369,27,M,B,Homewood North,9,2
2013370,14,M,W,Beechview,4,5
2013371,61,F,B,Homewood North,9,2
2013372,38,M,B,Hays,5,3
2013373,54,M,B,Bloomfield,7,2
2013374,72,F,W,Manchester,6,1
2013375,54,M,B,Brighton Heights,1,1
2013378,16,M,B,Upper Hill,6,3
2013379,15,M,B,Upper Hill,6,3
2013380,17,M,B,Upper Hill,6,3
2013381,17,M,B,Upper Hill,6,3
2013382,17,M,B,Upper Hill,6,3
2013383,16,M,B,Upper Hill,6,3
2013384,,F,B,Upper Hill,6,3
2013385,17,M,B,Squirrel Hill South,5,3
2013386,12,M,B,Upper Hill,6,3
2013387,15,F,B,Upper Hill,6,3
2013388,13,F,B,Beechview,4,5
2013389,15,M,B,Bloomfield,7,2
2013398,27,M,B,Morningside,7,2
2013399,44,F,U,Hazelwood,5,3
2013400,70,M,W,Hazelwood,5,3
2013401,43,M,B,Perry South,6,1
2013402,19,F,B,Homewood South,9,2
2013403,24,M,B,East Liberty,9,2
2013404,19,M,B,Homewood South,9,2
2013405,22,F,B,West Oakland,6,3
2013406,32,M,B,Homewood North,9,2
2013407,40,M,B,Beltzhoover,,
2013408,41,M,B,Crafton Heights,,
2013409,23,F,W,,,
2013410,58,M,W,Point Breeze,9,3
2013411,34,M,B,Lincoln Place,5,3
2013412,51,M,B,Marshall-Shadeland,1,1
2013413,19,M,B,Bloomfield,7,2
2013418,62,M,B,,,
2013419,62,M,B,East Hills,9,2
2013420,27,M,B,Marshall-Shadeland,1,1
2013421,26,F,W,Allentown,3,5
2013422,20,M,B,Central North Side,1,1
2013423,32,M,W,South Side Flats,,
2013424,29,F,B,South Oakland,3,3
2013425,29,F,B,South Oakland,3,3
2013426,26,M,B,Homewood North,9,2
2013427,38,M,W,South Shore,2,5
2013438,40,M,W,Squirrel Hill North,8,3
2013439,41,M,W,Central Business District,6,6
2013440,50,M,W,Lincoln Place,5,3
2013441,36,F,W,Crafton Heights,2,5
2013442,17,F,A,Upper Hill,6,3
2013443,41,M,W,Shadyside,7,2
2013444,61,M,B,East Allegheny,1,1
2013445,37,M,W,Central Business District,6,6
2013446,32,M,B,West End,7,2
2013447,38,F,W,East Allegheny,1,1
2013448,27,M,B,South Side Flats,3,3
2013449,59,F,W,Brookline,,
2013450,61,M,B,Homewood West,,
2013451,21,M,B,Oakwood,2,5
2013452,22,F,B,Homewood South,9,2
2013453,66,M,W,East Allegheny,1,1
2013454,63,M,B,East Liberty,9,2
2013455,18,M,B,Central North Side,1,1
2013456,18,M,B,Central North Side,1,1
2013457,18,M,B,Central North Side,1,1
2013458,24,M,B,Friendship,7,2
2013459,47,F,B,Carrick,4,3
2013460,29,M,B,,,
2013461,39,M,W,Perry South,6,1
2013462,53,M,B,Larimer,,
2013463,26,M,B,Central Business District,6,6
2013464,26,M,W,,,
2013478,50,F,B,Middle Hill,6,3
2013479,36,M,B,Central North Side,6,1
2013480,31,M,W,Central Lawrenceville,,
2013481,33,M,B,South Side Flats,3,3
2013482,35,M,B,Lincoln-Lemington-Belmar,9,2
2013483,43,M,B,Bedford Dwellings,6,3
2013484,26,F,W,South Side Flats,,
2013485,61,M,B,Homewood North,9,2
2013486,45,F,B,Sheraden,2,5
2013487,34,F,W,Squirrel Hill South,5,3
2013488,36,M,O,Central Business District,9,2
2013489,21,M,B,Hazelwood,5,3
2013490,26,F,B,Central Business District,6,6
2013491,49,M,W,,,
2013492,45,M,B,Crawford-Roberts,6,3
2013493,18,M,B,Lincoln Place,5,3
2013494,49,M,W,Mount Washington,3,5
2013495,62,M,W,North Oakland,6,3
2013496,27,M,B,Perry South,6,1
2013497,51,M,W,Esplen,2,5
2013498,18,F,W,Brookline,4,5
2013499,22,M,B,Lincoln-Lemington-Belmar,9,2
2013500,26,M,B,Central Business District,6,6
2013501,21,M,W,Marshall-Shadeland,1,1
2013502,23,M,W,Elliott,2,5
2013503,35,F,W,East Allegheny,1,1
2013504,55,M,W,Perry South,6,1
2013505,33,M,B,Lincoln-Lemington-Belmar,9,2
2013506,49,M,W,Allegheny Center,1,1
2013507,50,M,B,Allegheny Center,1,1
2013508,53,M,B,Crawford-Roberts,6,3
2013509,18,M,B,Central Business District,6,6
2013510,24,M,B,Allegheny Center,,
2013511,44,M,W,Brookline,4,5
2013512,21,M,B,Homewood North,,
2013513,21,F,B,Homewood North,,
2013514,24,M,B,Chateau,6,1
2013515,35,M,W,Hazelwood,5,3
2013516,34,M,O,North Shore,1,6
2013517,25,F,B,Central Business District,6,6
2013518,36,M,W,Central Business District,6,3
2013519,41,M,B,Perry South,6,1
2013520,21,M,B,Marshall-Shadeland,1,1
2013521,23,M,B,Homewood South,9,2
2013522,22,M,B,Homewood South,9,2
2013523,29,M,B,Perry South,6,1
2013524,20,M,B,Sheraden,2,5
2013525,24,F,B,Hazelwood,5,3
2013526,33,M,W,Polish Hill,7,6
2013527,28,F,W,Fairywood,2,5
2013528,19,F,B,East Liberty,,
2013529,57,M,B,Highland Park,7,2
2013530,30,F,B,Homewood South,,
2013531,29,M,B,Bedford Dwellings,6,3
2013532,18,M,B,Bedford Dwellings,6,3
2013533,48,M,B,Central Business District,6,6
2013534,23,M,B,Marshall-Shadeland,1,1
2013535,81,F,B,Lincoln-Lemington-Belmar,9,2
2013536,54,M,B,Central Business District,6,6
2013537,22,F,B,Lincoln-Lemington-Belmar,,
2013538,50,M,B,Allegheny Center,,
2013539,21,M,B,Garfield,9,2
2013540,19,F,B,Garfield,9,2
2013541,26,M,B,Garfield,9,2
2013542,36,F,B,Fineview,6,1
2013543,25,F,B,Middle Hill,6,3
2013544,57,M,B,East Allegheny,1,1
2013545,33,M,W,Sheraden,2,5
2013546,46,M,B,Hazelwood,5,3
2013547,22,F,B,East Hills,9,2
2013548,23,M,B,East Hills,9,2
2013558,23,F,B,Crawford-Roberts,6,3
2013559,26,M,B,Point Breeze North,9,2
2013560,26,M,B,East Liberty,9,2
2013561,27,M,B,South Side Flats,3,3
2013562,29,M,W,Stanton Heights,9,2
2013563,38,F,W,Stanton Heights,9,2
2013564,37,M,B,Homewood South,9,2
2013565,34,F,W,Central Business District,6,6
2013566,22,M,B,Central Business District,6,6
2013567,61,M,B,,,
2013568,35,M,W,Morningside,7,2
2013569,67,M,B,Hazelwood,5,3
2013570,49,M,B,North Oakland,6,3
2013571,21,M,B,Lincoln-Lemington-Belmar,9,2
2013572,41,F,W,Bluff,6,3
2013573,27,M,B,Central North Side,1,1
2013574,50,M,W,North Oakland,,
2013575,52,F,W,Crawford-Roberts,6,3
2013576,25,F,W,Central Business District,6,6
2013577,35,F,W,Bon Air,4,5
2013578,51,F,W,Bon Air,4,5
2013579,41,M,W,East Liberty,9,2
2013580,32,M,B,Crawford-Roberts,6,3
2013581,32,M,W,East Liberty,9,2
2013582,20,M,B,Spring Hill-City View,1,1
2013583,40,M,B,,,
2013584,17,M,B,Central Business District,6,6
2013585,51,M,B,Squirrel Hill North,8,3
2013586,51,M,B,North Oakland,8,3
2013587,26,M,A,Central Oakland,3,3
2013588,39,M,W,South Side Flats,3,3
2013589,29,F,W,Brighton Heights,1,1
2013590,59,M,B,,,
2013591,42,M,W,Overbrook,4,5
2013592,57,M,W,Point Breeze North,9,3
2013593,21,M,W,Central Oakland,,
2013594,35,M,W,Central Business District,9,2
2013595,35,F,B,Northview Heights,1,1
2013596,30,M,O,Hays,5,3
2013597,39,F,B,South Oakland,3,3
2013598,20,F,B,South Oakland,3,3
2013599,39,F,B,Homewood North,9,2
2013600,50,M,B,Manchester,1,1
2013601,55,M,B,East Liberty,7,2
2013618,49,M,W,East Allegheny,,
2013619,37,M,B,Fineview,6,1
2013620,30,M,B,Larimer,9,2
2013621,32,M,B,Spring Hill-City View,1,1
2013622,25,F,B,Homewood North,9,2
2013623,21,M,B,Homewood North,9,2
2013624,46,M,B,Bluff,6,3
2013625,25,F,B,,,
2013626,37,F,B,,,
2013627,35,F,B,Spring Garden,1,1
2013628,18,M,B,,,
2013629,34,M,B,East Hills,9,2
2013630,29,M,B,East Hills,9,2
2013631,30,M,B,Middle Hill,,
2013632,20,M,B,Central Oakland,8,3
2013633,26,F,B,,,
2013634,57,M,W,Bloomfield,,
2013635,32,M,W,Perry South,,
2013636,28,M,B,,,
2013637,21,M,B,Fineview,6,1
2013638,56,F,B,Homewood North,9,2
2013639,19,M,B,Middle Hill,6,3
2013640,44,M,B,Homewood North,9,2
2013641,42,F,B,Homewood South,9,2
2013642,22,M,W,Brighton Heights,1,1
2013643,35,M,B,Central North Side,6,1
2013644,37,M,B,Knoxville,3,5
2013645,61,M,W,East Liberty,9,2
2013646,19,M,B,Homewood North,9,2
2013647,19,M,B,Homewood North,9,2
2013648,55,M,B,Brookline,4,5
2013649,29,F,B,Bluff,6,6
2013650,58,M,B,Northview Heights,,
2013651,18,F,B,Larimer,9,2
2013652,42,F,B,East Liberty,,
2013653,28,M,B,Spring Hill-City View,1,1
2013654,61,M,B,Homewood North,9,2
2013655,49,M,W,Brighton Heights,1,1
2013656,39,M,B,Homewood North,9,2
2013657,50,M,B,Beltzhoover,3,5
2013658,31,M,B,Arlington Heights,3,3
2013659,32,M,B,Perry South,1,1
2013660,26,F,B,Homewood North,9,2
2013678,40,M,W,Central Business District,6,6
2013679,32,M,B,,,
2013680,26,M,B,Homewood South,9,2
2013681,58,M,W,Central Business District,6,6
2013682,50,M,B,East Allegheny,1,1
2013683,20,M,W,Carrick,,
2013684,28,M,W,Homewood South,9,2
2013685,28,M,B,East Hills,,
2013686,50,M,B,Lincoln-Lemington-Belmar,9,2
2013687,32,F,B,Allegheny West,9,2
2013688,50,M,B,Shadyside,,
2013689,29,M,B,East Hills,,
2013690,29,M,B,,,
2013691,55,M,B,Central Business District,6,6
2013692,33,F,W,Perry North,1,1
2013693,28,M,B,East Hills,,
2013694,40,M,B,Fineview,6,1
2013695,29,F,B,,,
2013696,28,M,B,East Hills,,
2013697,52,M,B,Homewood South,9,2
2013698,27,M,B,Fairywood,2,5
2013699,44,M,B,Central Business District,6,6
2013700,26,F,B,Sheraden,2,5
2013701,44,M,B,Central Business District,6,6
2013702,26,M,B,California-Kirkbride,1,1
2013703,49,M,B,Homewood South,9,2
2013704,24,M,B,Hazelwood,,
2013705,29,M,B,Bluff,6,3
2013706,22,M,W,Perry South,,
2013707,16,M,B,East Hills,9,2
2013708,48,M,B,Allegheny Center,1,1
2013709,49,M,W,Perry South,6,1
2013710,24,M,B,Fineview,6,1
2013711,52,M,W,Lower Lawrenceville,,
2013712,32,F,W,Garfield,7,2
2013713,24,M,B,Sheraden,2,5
2013714,29,M,B,East Hills,,
2013715,47,M,U,Mount Washington,2,5
2013716,23,F,W,Allentown,3,5
2013717,34,M,B,Terrace Village,,
2013718,28,F,B,East Hills,9,2
2013719,25,F,B,West Oakland,6,3
2013720,35,F,W,Lincoln-Lemington-Belmar,9,2
2013721,60,M,W,,,
2013722,49,M,B,Chateau,6,1
2013723,33,M,W,Outside City,,
2013724,27,M,W,Outside City,,
2013725,28,M,B,East Liberty,9,2
2013726,33,M,W,Brighton Heights,1,1
2013727,24,M,W,Brighton Heights,1,1
2013728,26,M,W,Brighton Heights,1,1
2013729,45,M,B,Homewood North,9,2
2013730,58,M,B,Homewood South,9,2
2013731,27,F,W,East Allegheny,1,1
2013732,48,M,W,Banksville,,
2013733,49,F,B,Bluff,6,3
2013734,26,M,I,Bloomfield,7,2
2013738,27,M,B,North Oakland,6,3
2013739,31,F,B,Glen Hazel,5,3
2013740,56,M,W,Duquesne Heights,2,5
2013741,27,F,W,Duquesne Heights,2,5
2013742,33,M,W,Carrick,4,3
2013743,34,M,B,Central North Side,1,1
2013744,18,F,B,Central Business District,6,6
2013745,29,M,H,Carrick,4,3
2013746,34,M,B,Chateau,6,1
2013747,34,M,B,Crafton Heights,2,5
2013748,39,M,W,Troy Hill,,
2013749,37,F,W,Troy Hill,,
2013750,63,M,B,Homewood North,9,2
2013751,52,F,W,Central Business District,6,6
2013752,22,M,B,Hays,5,3
2013753,38,M,W,Allegheny Center,1,1
2013758,27,M,W,Chateau,1,6
2013759,32,M,W,Knoxville,3,5
2013760,31,M,W,Knoxville,3,5
2013761,,M,H,,,
2013762,55,M,B,East Allegheny,1,1
2013763,31,M,B,Hazelwood,5,3
2013764,32,F,W,East Allegheny,1,1
2013765,32,M,B,Brookline,4,5
2013766,29,M,B,Arlington,3,3
2013767,52,M,B,Fineview,1,1
